Carimbo de data/hora,Razão Social Cliente,CNPJ do Cliente,Valor do boleto:,Data de Vencimento,Tipo de produto:,Motivo:,QUEM SOLICITOU,Cliente novo?,Obsevações,Emissão por qual CNPJ?,Endereço de e-mail
3/6/2026,JBL INSTALACOES ELETRICAS LTDA,58.653.558/0001-56,"R$ 75,94",3/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,MAGIC BRANDS INDUSTRIA E COMERCIO DE CONFECCOES LTDA,11.734.998/0001-74,869.79,3/20/2026,Aluguel,nf e boleto,Bruna,NÃO,Vivo,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,MAGIC BRANDS INDUSTRIA E COMERCIO DE CONFECCOES LTDA,11.734.998/0001-74,"R$ 34,99",3/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,TIM,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,ORDEM DOS ADVOGADOS DO BRASIL SECAO DA BAHIA,14.259.469/0001-54,"R$ 39,99",3/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,VIVO,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,ORDEM DOS ADVOGADOS DO BRASIL SECAO DA BAHIA,14.259.469/0001-54,"R$ 39,99",3/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,VIVO,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,ORDEM DOS ADVOGADOS DO BRASIL SECAO DA BAHIA,14.259.469/0001-54,"R$ 39,99",3/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,VIVO,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,DISMARIA DISTRIBUIDORA SANTA MARIA LTDA,05.985.207/0001-86,"R$ 300,00",3/20/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,COOP. ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO BANRISUL - BANRICOOP,92.935.741/0001-82,"R$ 3.767,59",3/20/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,ASSOCIAÇÃO DOS POLICIAIS RODOVIÁRIOS FEDERAIS DE SANTA MARIA - APRF/SM,94.446.887/0001-90,"R$ 224,00",3/20/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,SINDILOJAS - SINDICATO DO COMERCIO VAREJISTA DE CAXIAS DO SUL,88.662.770/0001-40,"R$ 279,00",3/20/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,ASSOCIAÇÃO DOS TRABALHADORES NA AGRICULTURA FAMILIAR DA ENCOSTA SUPERIOR DO NORDESTE-CRESOL,15.039.387/0001-67,"R$ 1.430,39",3/20/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,COOPERATIVA AGRÍCOLA MISTA IBIRAIARAS LTDA - COOPIBI,91.061.036/0001-30,"R$ 789,28",3/20/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,F POZOBON SISTEMAS DE HIGIENE E LIMPEZA - EIRELI,07.119.129/0001-62,"R$ 504,26",3/20/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,HOSPITAL DE CARIDADE DE SANTIAGO,96.136.643/0001-36,"R$ 332,57",3/20/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,JOSE ERY CAMARGO - ADVOGADOS ASSOCIADOS,04.469.994/0001-40,"R$ 187,03",3/20/2026,gerenciamento,emissão nota e boleto,Jenifer,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,METALTECSS REVESTIMENTO DE METAIS LTDA,00.925.102/0001-18,"R$ 250,00",3/20/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,PRATICOS DA BARRA DO RIO GRANDE LTDA,02.390.883/0001-19,"R$ 274,25",3/20/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,DANFOM,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,ROSINEI VEDOY DA SILVA,10.855.207/0001-00,"R$ 4.000,00",3/20/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,"SICREDI PAMPA GAUCHO - COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO ESSENCIA RS/ES SICREDI ESSENCIA",87.733.077/0001-59,"R$ 1.690,59",3/20/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,SINDICATO DOS TRABALHADORES RURAIS DE COLINAS,02.180.326/0001-73,"R$ 606,00",3/20/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,VIACAO OURO E PRATA SA,92.954.106/0001-42,"R$ 397,31",3/20/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,AFBNDES,33.984.550/0001-41,"R$ 9.770,53",3/17/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/9/2026,CONEXAO DIRETA SERVICOS DE APOIO ADMINISTRATIVO LTDA,58.485.075/0001-90,"R$ 6.694,92",3/20/2026,Aluguel,Arrumar boleto e fazer NF,Meline,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/10/2026,ORDEM DOS ADVOGADOS DO BRASIL SECAO DA BAHIA,14.259.469/0001-54,"R$ 286,72",3/23/2026,FIXO,"Apenas boleto, iremos usar a NF de janeiro",Lisete,não,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/10/2026,AFBNDES,33.984.550/0001-41,"R$ 9.169,63",3/26/2026,movel/assessoria,alteração de vencimento,Jenifer,Não,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/10/2026,RDP ENERGIA - REJAILE,00.209.895/0001-79,"R$ 350,00",3/20/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/10/2026,GRUPO K1 S.A.,00.912.882/0001-61,"R$ 396,00",3/20/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/10/2026,SINDICATO DOS TRABALHADORES AGRICULTORES FAMILIARES DE FARROUPILHA - SINTRAFAR,89.849.608/0001-07,"R$ 270,04",3/20/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,ORDEM DOS ADVOGADOS DO BRASIL SECCAO DO RIO G DO SUL,87.019.584/0012-88,"R$ 29,99",3/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,Vivo,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/11/2026,JOSE ERY CAMARGO - ADVOGADOS ASSOCIADOS,04.469.994/0001-40,"R$ 234,69",3/23/2026,FIXO,emissão nota e boleto,Lisete,NÃO,,,lisete@luxustelefonia.com.br
3/11/2026,OITO DISTRIBUIDORA DE TITULOS E ADMINISTRACAO LTDA,10.974.999/0001-23,"R$ 1.034,36",3/23/2026,FIXO,emissão nota e boleto,Lisete,NÃO,,,lisete@luxustelefonia.com.br
3/11/2026,EXECUTIVA COM DE MAQ E EQUIPAMENTOS PARA ESCRITORIO LTDA,14.729.826/0001-09,"R$ 75,89",3/23/2026,FIXO,emissão nota e boleto,Lisete,NÃO,,,lisete@luxustefonia.com.br
3/11/2026,"COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO ESSENCIA RS/ES - SICREDI ESSENCIA",87.733.077/0001-59,"R$ 220,00",3/23/2026,FIXO,emissão nota e boleto,Lisete,não,,,lisete@luxustelefonia.com.br
3/11/2026,ASSOCIACAO DOS TRANSPORTADORES URBANOS DE PASSAGEIROS DE SANTA MARIA - ATU,02.191.788/0001-96,"R$ 350,00",3/23/2026,FIXO,emissão nota e boleto,Lisete,não,,,lisete@luxustelefonia.com.br
3/11/2026,PORTO ALEGRE COUNTRY CLUB,92.850.577/0001-00,"R$ 51,81",3/20/2026,FIXO,emissão nota e boleto,LISETE,NÃO,,,lisete@luxustelefonia.com.br
3/11/2026,IRMAOS CIOCCARI E CIA LTDA,87.675.831/0001-41,"R$ 220,00",3/23/2026,FIXO,emissão nota e boleto,LISETE,não,,,lisete@luxustelefonia.com.br
3/11/2026,GENERAL COAT PINTURA INDUSTRIAL LTDA,09.451.565/0001-60,"R$ 200,00",3/23/2026,FIXO,emissão nota e boleto,LISETE,não,,,lisete@luxustelefonia.com.br
3/11/2026,SINDICATO INTERMUNICIPAL DAS INDUSTRIAS MADEIREIRAS - SINDIMADEIRA - RS,87.815.437/0001-61,"R$ 475,76",3/23/2026,FIXO,emissão nota e boleto,LISETE,NÃO,,,lisete@luxustelefonia.com.br
3/11/2026,AGROPECUARIA TRIUNFO LTDA,05.949.166/0001-72,"R$ 102,39",3/23/2026,FIXO,emissão nota e boleto,LISETE,não,,,lisete@luxustelefonia.com.br
3/11/2026,COOPERATIVA AGRICOLA MISTA NOVA PALMA LTDA,91.022.632/0001-01,"R$ 2.000,00",4/6/2026,movel/assessoria,boleto e nf,francine,nao,,,suporte2@luxustelefonia.com.br
3/11/2026,TABACUM INTERAMERICAN COMERCIO E EXPORTACAO DE FUMOS LTDA,05.648.120/0003-85,"R$ 200,00",4/8/2026,movel/assessoria,boleto e nf,francine,nao,,,suporte2@luxustelefonia.com.br
3/11/2026,MADEIREIRA HAAS LTDA,98.597.917/0001-10,"R$ 534,80",3/26/2026,movel/assessoria,boleto e nf,francine,não,,,suporte2@luxustelefonia.com.br
3/11/2026,ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS DE VENÂNCIO AIRES,94.236.510/0001-06,"R$ 10.998,99",3/30/2026,movel/assessoria,boleto e nf,francine,não,,,suporte2@luxustelefonia.com.br
3/11/2026,GLORY,10.204.892/0001-04,"R$ 199,10",3/25/2026,movel/assessoria,boleto e nf,francine,nao,,,suporte2@luxustelefonia.com.br
3/11/2026,SINDICATO DOS FUNCIONÁRIOS MUNICIPAIS DE SOBRADINHO,92.000.918/0001-59,"R$ 862,10",3/25/2026,movel/assessoria,boleto e nf,francine,nao,,,suporte2@luxustelefonia.com.br
3/11/2026,ASSOCIAÇÃO DOS GERENTES DO BANCO DO BRASIL AGEBB,56.270.895/0001-39,"R$ 779,15",3/25/2026,movel/assessoria,boleto e nf,francine,nao,,,suporte2@luxustelefonia.com.br
3/11/2026,DSV,,"R$ 2.621,85",3/26/2026,movel/assessoria,boleto e nf,francine,nao,,,suporte2@luxustelefonia.com.br
3/11/2026,EUGÊNIO FRIEDRICH-ME,89.690.556/0001-60,"R$ 1.691,50",3/30/2026,movel/assessoria,boleto e nf,francine,nao,,,suporte2@luxustelefonia.com.br
3/11/2026,AUTOMATECH SISTEMAS DE AUTOMAÇÃO LTDA,03.385.913/0001-61,"R$ 375,85",3/26/2026,movel/assessoria,boleto e nf,francine,nao,,,suporte2@luxustelefonia.com.br
3/11/2026,REDOL ALIMENTOS LTDA,01.453.168/0001-15,"R$ 404,60",3/26/2026,movel/assessoria,boleto e nf,francine,nao,,,suporte2@luxustelefonia.com.br
3/11/2026,ASSOCIAÇÃO DOS FUNC. E PROFESSORES DA URI SANTIAGO,05.349.716/0001-12,"R$ 696,90",3/26/2026,movel/assessoria,boleto e nf,francine,nao,,,suporte2@luxustelefonia.com.br
3/11/2026,SIMA- SINDICATO DOS MUNICIPÁRIOS DE AMARAL FERRADOR,13.263.847/0001-00,"R$ 677,10",3/27/2026,movel/assessoria,boleto e nf,francine,nao,,,suporte2@luxustelefonia.com.br
3/11/2026,COMEXPORT COMPANHIA DE COMERCIO DE COMÉRCIO EXTERIOR,43.633.296/0001-90,"R$ 720,95",3/27/2026,movel/assessoria,boleto e nf,francine,nao,,,suporte2@luxustelefonia.com.br
3/11/2026,TRANSPORTADORA AUGUSTA SP LTDA,94.193.257/0012-03,"R$ 322,80",3/25/2026,movel/assessoria,boleto e nf,francine,nao,,,suporte2@luxustelefonia.com.br
3/14/2026,AJURIS- ASSOCIAÇÃO DOS JUIZES DO RIO GRANDE DO SUL,92.965.748/0001-47,"R$ 8.500,00",3/26/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/14/2026,COOP DESENV E DIFUSãO TECNOLOGIA AGRICOLA CRUZ ALTA LTDA - COOPERTEC,03.840.349/0001-20,"R$ 1.723,27",3/26/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/14/2026,MAQUINAS AGRÍCOLAS CARPENEDO LTDA,95.814.927/0001-71,"R$ 160,00",3/26/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/14/2026,SIND TRAB IND PUR DIST AGUA SERV ESG DO ESTADO DO RS - SINDIAGUA,90.003.310/0001-52,"R$ 220,00",3/26/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/14/2026,SINDICATO RURAL DE IBIRUBA,93.541.480/0001-89,"R$ 847,45",3/26/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/14/2026,AFBNDES,33.984.550/0001-41,"R$ 4.725,00",3/26/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/14/2026,AUGUSTIN,91.495.457/0001-70,"R$ 150,00",3/26/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/14/2026,UNIMED PATOS DE MINAS,38.499.547/0001-56,"R$ 500,00",3/30/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/17/2026,MAGIC BRANDS INDUSTRIA E COMERCIO DE CONFECCOES LTDA,11.734.998/0001-74,869.79,3/20/2026,Aluguel,Ajustar para cnpj cardoso,bruna,não,,CARDOSO,Bruna@luxustelefonia.com.br
3/17/2026,GF PNEUS COMERCIAL E DISTRIBUIDORA LTDA (FILIAL),93.894.954/0005-08,"R$ 1.157,37",3/30/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/17/2026,SIEMENS INDUSTRY SOFTWARE LTDA.,02.283.647/0001-01,"R$ 572,70",6/25/2026,movel/assessoria,emissão apenas da nota fiscal,Jenifer,NÃO,informar na nota o número do pedido de compras 4500482961,,jenifer@luxustelefonia.com.br
3/17/2026,SINDICATO SERV MUNIC SÃO MARCOS,07.362.420/0001-67,"R$ 1.208,65",4/10/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/17/2026,ASSOCIACAO DOS SERVIDORES DO BANCO CENTRAL - ASBAC PORTO ALEGRE,02.492.319/0001-07,"R$ 2.092,40",4/8/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/17/2026,GF PNEUS COMERCIAL E DISTRIBUIDORA LTDA,93.894.954/0003-38,"R$ 48,52",3/27/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/17/2026,LUNDBECK BRASIL LTDA,04.522.600/0001-70,"R$ 504,00",4/16/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/17/2026,HIPRA,92.662.501/0001-51,"R$ 417,96",3/27/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/18/2026,UNIMED ARARUAMA COOPERATIVA DE TRABALHO MEDICO,00.111.826/0001-28,"R$ 18.928,96",3/27/2026,Aluguel,emissão nota e boleto,Bruna,Não,,,Bruna@luxustelefonia.com.br
18/03/20260,UNIMED PATOS DE MINAS,38.499.547/0001-56,"R$ 629,87",3/20/2026,Aluguel,Apenas nf e boleto,Bruna,Não,Nf refente a dez até março,Telefonia,Bruna@luxustelefonia.com.br
3/19/2026,SANTA CASA DE MISERICóRDIA DA BAHIA,15.153.745/0001-68,"R$ 683,80",4/6/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/20/2026,G & A DISTRIBUIDORA DE PECAS E ACESSORIOS LTDA - TOGNI,04.470.511/0001-28,"R$ 115,42",3/30/2026,FIXO,emissão nota e boleto,Lisete,não,,,lisete@luxustelefonia.com.br
3/22/2026,ALIBEM ALIMENTOS S.A.,03.941.052/0001-50,"R$ 1.412,94",4/10/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/25/2026,SINDICATO DOS PROFESSORES MUNICIPAIS LEOPOLDENSES - CEPROLv,92.932.763/0001-99,"R$ 27.550,49",4/10/2026,Aluguel,nf e boleto,Bruna,Não,,Telefonia,Bruna@luxustelefonia.com.br
3/27/2026,ALIBEM ALIMENTOS S.A.,03.941.052/0001-50,"R$ 1.326,05",4/10/2026,movel/assessoria,cancelamento NF e boleto,Jenifer,NÃO,NF 182,,jenifer@luxustelefonia.com.br
,,,,,,,,,,,
4/7/2026,E2R REPRESENTACOES COMERCIAIS LTDA,10.451.213/0001-93,"R$ 385,55",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,CASA DAS FECHADURAS ADROFECHA LTDA,92.613.413/0001-60,"R$ 754,48",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,CORREA ZAMPIERI ENGENHARIA LTDA,00.999.960/0001-07,"R$ 1.155,58",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,CONSTRUSUL - INDUSTRIA E COMERCIO DE MATERIAIS DE CONSTRUCAO E SERVICOS DE CONCRETAGEM LTDA,07.483.896/0001-56,"R$ 457,79",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,DEMARCHI DEMARCHI LTDA,93.052.223/0001-83,"R$ 61,32",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,POLIDADOS INFORMATICA LTDA,04.782.491/0001-20,"R$ 488,53",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,OIW INDUSTRIA ELETRONICA SA,07.212.549/0001-99,"R$ 72,54",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,MARCHER BRASIL AGROINDUSTRIAL SA,06.221.454/0001-79,"R$ 2.360,10",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,ESTANCIA DA FIGUEIRA COMERCIO DE HORTIFRUTIGRANJEIROS LTDA,08.492.170/0001-42,"R$ 895,65",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,FABIANO CORBELLINI E CIA LTDA,02.119.759/0001-13,"R$ 483,99",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,FREE TINTAS LTDA,05.577.086/0001-33,"R$ 4.024,61",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,JETSUL-COMERCIO E EQUIPAMENTOS DE INF. LTDA,00.849.925/0001-01,"R$ 407,70",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,JORNAL A HORA LTDA,04.280.850/0001-41,"R$ 158,39",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,LEDUR IMPORTACAO E EXPORTACAO DE PEDRAS PRECIOSAS E SEMI PRECIOSAS LTDA,06.934.436/0001-34,"R$ 604,95",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,SIND.EMPREGADOS EM ESTAB.DE SERVICOS DE SAUDE DE LAJEADO E VALE DO TAQUARI,92.892.538/0001-76,"R$ 373,22",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,ASSOCIACAO DE CRIADORES DE SUINOS DO RIO GRANDE DO SUL,87.245.163/0001-12,"R$ 1.165,40",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,WINGS CONSULTORIA E REPRESENTACOES LTDA,36.736.488/0001-67,"R$ 174,96",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,IMOBILIARIA REI DO IMOVEL LTDA,11.806.302/0001-78,"R$ 827,64",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,MARIA EDUARDA CORTEZ DESIGN DE INTERIORES LTDA,46.609.234/0001-31,"R$ 135,68",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,Blaster Detonacoes LTDA,13.962.167/0001-85,"R$ 226,91",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,REFRICOMP - INDUSTRIA DE COMPONENTES PARA REFRIGERACAO LTDA,07.417.647/0001-62,"R$ 3.407,21",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,GAS ZIMMER DISTRIBUIDORA DOS VALES LTDA,39.831.325/0001-51,"R$ 341,76",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,ENOVA INDUSTRIA DE CALCADOS LTDA,32.013.159/0001-37,"R$ 558,58",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,MARTINA INDUSTRIA DE CALCADOS LTDA,35.957.750/0001-30,"R$ 247,37",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,CMAK AGROINDUSTRIA E COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA,22.779.620/0001-03,"R$ 1.239,69",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,GRAFICA LAJEADENSE LTDA,88.057.187/0001-00,"R$ 407,70",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,IRMAOS CIOCCARI E CIA LTDA,87.675.831/0001-41,"R$ 3.329,24",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,TRANSPORTADORA SANTA CRUZ BRUNETTO LTDA,42.450.799/0001-68,"R$ 161,91",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,AG COMERCIO DE PNEUS LTDA,24.061.393/0001-01,"R$ 363,82",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,JORNAL NOSSA GENTE VALE DO TAQUARI,01.236.346/0001-56,"R$ 92,94",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,GUINCHO 2001 LTDA,54.276.526/0001-28,"R$ 58,97",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,G e A DISTRIBUIDORA DE PECAS E ACESSORIOS LTDA - TOGNI,04.470.511/0001-28,"R$ 508,72",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,VIRTUAL SLICE TELECOM LTDA,12.029.589/0001-30,"R$ 1.317,00",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,TK CALCADOS LTDA,54.508.099/0001-66,"R$ 107,94",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,ASTECA INDUSTRIA E COMERCIO DE JOIAS LTDA,06.202.742/0001-86,"R$ 579,94",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,FPD COMERCIO OTICO LTDA,37.056.522/0001-15,"R$ 49,85",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,FABI COMERCIO DE COMPENSADOS LTDA,94.506.664/0001-70,"R$ 96,95",4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
